id,name,description,category,price,image,quantity,age,gender,company,holiday,cognitive_development,motor_skills_development,social_development,emotional_development,language_and_literacy
707,RoboRacers Turbo RC Cars,Race into the future with these high-speed RoboRacers Turbo RC Cars,Remote Control,47.95,roboracers_turbo_rc_cars.jpg,20,6 to 12,Boys,Patch Products,Thanksgiving,4,5,3,2,1
708,DinoDiscovery Fossil Excavation Kit,Unearth ancient fossils with the DinoDiscovery Fossil Excavation Kit,STEM Toys,29.5,dinodiscovery_fossil_excavation_kit.jpg,25,8 to 14,Boys,Moose Toys,Christmas,5,4,3,2,1
709,Mission Mars Space Explorer Set,Embark on a mission to Mars with the Mission Mars Space Explorer Set,Action Figures,39.99,mission_mars_space_explorer_set.jpg,18,6 to 12,Boys,Nerf,Thanksgiving,4,3,2,1,5
710,AeroBuilder Airplane Construction Set,Construct and fly airplanes with the AeroBuilder Airplane Construction Set,Educational,34.5,aerobuilder_airplane_construction_set.jpg,20,6 to 12,Boys,Lakeshore Learning Materials,Easter,5,4,3,2,1
711,Wildlife Safari Animal Figures,Explore the wild with detailed Wildlife Safari Animal Figures,Action Figures,28.99,wildlife_safari_animal_figures.jpg,25,5 to 10,Boys,Uncle Milton,Thanksgiving,4,3,5,2,1
712,Future Firefighter Water Blaster,Become a hero with the Future Firefighter Water Blaster,Outdoor Play,32.25,future_firefighter_water_blaster.jpg,18,4 to 8,Boys,Ogosport,Christmas,3,2,4,1,5
713,Starship Galaxy Space Station,Command intergalactic adventures with the Starship Galaxy Space Station,Action Figures,42.75,starship_galaxy_space_station.jpg,15,6 to 12,Boys,BeginAgain,Thanksgiving,4,3,2,1,5
714,Soccer Star Kick Trainer,Perfect your soccer skills with the Soccer Star Kick Trainer,Sports and Outdoor Games,27.5,soccer_star_kick_trainer.jpg,25,6 to 12,Boys,Top Trumps,New Year,4,5,3,2,1
715,Sci-Fi Laser Battle Set,Engage in epic laser battles with the Sci-Fi Laser Battle Set,Interactive Toys,49.99,sci_fi_laser_battle_set.jpg,12,8 to 14,Boys,Zapf Creation,Thanksgiving,5,4,3,2,1
716,Junior Coding Robot Kit,Learn coding with the Junior Coding Robot Kit,STEM Toys,38.75,junior_coding_robot_kit.jpg,20,6 to 12,Boys,Edushape,Thanksgiving,5,4,3,2,1
717,Racing Legends Toy Car Collection,Collect iconic toy cars with the Racing Legends Toy Car Collection,Collectibles,33.5,racing_legends_toy_car_collection.jpg,25,4 to 10,Boys,Diggin,New Year,3,2,4,1,5
718,Extreme Skateboard Ramp Set,Perform extreme stunts with the Extreme Skateboard Ramp Set,Sports and Outdoor Games,26.5,extreme_skateboard_ramp_set.jpg,30,8 to 14,Boys,Faber-Castell,New Year,4,5,3,2,1
719,Space Cadet Rocket Launcher,Launch rockets into space with the Space Cadet Rocket Launcher,STEM Toys,35.25,space_cadet_rocket_launcher.jpg,18,6 to 12,Boys,Barbie,Easter,5,4,3,2,1
720,Fantasy Knight Castle Playset,Enter the world of knights and dragons with the Fantasy Knight Castle Playset,Pretend Play,29.99,fantasy_knight_castle_playset.jpg,20,4 to 10,Boys,Micro Kickboard,Thanksgiving,3,4,2,1,5
721,WonderBuilder Marble Run Maze,Create intricate marble mazes with the WonderBuilder Marble Run Maze,Educational,36.99,wonderbuilder_marble_run_maze.jpg,18,6 to 12,Boys,Crayola,Thanksgiving,5,4,3,2,1
722,Outdoor Explorer Telescope,Observe the stars with the Outdoor Explorer Telescope,Outdoor Play,19.25,outdoor_explorer_telescope.jpg,30,6 to 12,Boys,Zuru,New Year,4,3,5,2,1
723,Future Architect Building Blocks,Design futuristic structures with the Future Architect Building Blocks,Educational,32.99,future_architect_building_blocks.jpg,25,4 to 10,Boys,Poof-Slinky,Thanksgiving,3,4,2,1,5
724,Master Mechanic Tool Workshop,Become a master mechanic with the Master Mechanic Tool Workshop,Pretend Play,27.5,master_mechanic_tool_workshop.jpg,25,4 to 8,Boys,Mindscope,Easter,3,2,4,1,5
725,Adventure Time Compass Watch,Stay on time during adventures with the Adventure Time Compass Watch,Outdoor Play,24.99,adventure_time_compass_watch.jpg,30,6 to 12,Boys,Tactic Games,Easter,4,3,5,2,1
726,Ultimate Ninja Warrior Obstacle Course,Train as a ninja warrior with the Ultimate Ninja Warrior Obstacle Course,Sports and Outdoor Games,42.5,ultimate_ninja_warrior_obstacle_course.jpg,18,8 to 14,Boys,Orb Factory,Christmas,4,5,3,2,1
727,Mars Rover Remote Control Car,Explore Martian terrain with the Mars Rover Remote Control Car,Remote Control,39.95,mars_rover_remote_control_car.jpg,20,6 to 12,Boys,Ideal Toy Corp.,Easter,5,4,3,2,1
728,Sci-Fi Battle Robot Fighters,Battle with futuristic robots in the Sci-Fi Battle Robot Fighters set,Interactive Toys,44.99,sci_fi_battle_robot_fighters.jpg,15,8 to 14,Boys,Two Bros Bows,Easter,5,4,3,2,1
729,Speed Racer Turbo Track Set,Zoom around the track with the Speed Racer Turbo Track Set,Remote Control,33.75,speed_racer_turbo_track_set.jpg,20,6 to 12,Boys,Build-A-Bear Workshop,New Year,4,5,3,2,1
730,Dino Excavation Adventure Kit,Embark on a prehistoric adventure with the Dino Excavation Adventure Kit,STEM Toys,28.5,dino_excavation_adventure_kit.jpg,25,8 to 14,Boys,Schleich,Christmas,5,4,3,2,1
731,Astronaut Space Mission Set,Blast off to space with the Astronaut Space Mission Set,Action Figures,36.99,astronaut_space_mission_set.jpg,18,6 to 12,Boys,Radio Flyer,Easter,4,3,2,1,5
732,Electric Guitar Rockstar Kit,Become a rockstar with the Electric Guitar Rockstar Kit,Music and Arts,39.95,electric_guitar_rockstar_kit.jpg,30,4 to 10,Boys,Orb Factory,New Year,3,2,4,1,5
733,Jungle Expedition Safari Kit,Explore the wild with the Jungle Expedition Safari Kit,Outdoor Play,24.75,jungle_expedition_safari_kit.jpg,25,6 to 12,Boys,Mukikim,New Year,4,3,5,2,1
734,Construction Engineer Building Set,Build amazing structures with the Construction Engineer Building Set,Educational,32.5,construction_engineer_building_set.jpg,20,6 to 12,Boys,Play Visions,Easter,5,4,3,2,1
735,Fireman Rescue Water Hose,Be a hero with the Fireman Rescue Water Hose,Outdoor Play,31.25,fireman_rescue_water_hose.jpg,18,4 to 8,Boys,GUND,Easter,3,2,4,1,5
736,Galactic Starship Command Center,Command intergalactic adventures with the Galactic Starship Command Center,Action Figures,44.75,galactic_starship_command_center.jpg,15,6 to 12,Boys,Kangaroo Manufacturing,New Year,4,3,2,1,5
737,Street Soccer Freestyle Ball,Show off your soccer skills with the Street Soccer Freestyle Ball,Sports and Outdoor Games,26.5,street_soccer_freestyle_ball.jpg,25,6 to 12,Boys,Tactic Games,Thanksgiving,4,5,3,2,1
738,Robotic Engineer Experiment Kit,Learn robotics with the Robotic Engineer Experiment Kit,STEM Toys,29.95,robotic_engineer_experiment_kit.jpg,20,6 to 12,Boys,RoosterFin Games,Christmas,5,4,3,2,1
739,Race Car Driver Helmet Set,Feel the excitement with the Race Car Driver Helmet Set,Interactive Toys,48.99,race_car_driver_helmet_set.jpg,12,8 to 14,Boys,Hog Wild,Thanksgiving,5,4,3,2,1
740,Junior Scientist Chemistry Lab,Discover the wonders of chemistry with the Junior Scientist Chemistry Lab,STEM Toys,37.75,junior_scientist_chemistry_lab.jpg,20,6 to 12,Boys,Faber-Castell,New Year,5,4,3,2,1
741,Speedway Legends Die-Cast Cars,Collect iconic die-cast cars with the Speedway Legends Die-Cast Cars,Collectibles,33.5,speedway_legends_die_cast_cars.jpg,25,4 to 10,Boys,Zing Toys,New Year,3,2,4,1,5
742,Skateboard Trick Master Ramp,Master skateboard tricks with the Skateboard Trick Master Ramp,Sports and Outdoor Games,26.99,skateboard_trick_master_ramp.jpg,30,8 to 14,Boys,Duncan Toys,New Year,4,5,3,2,1
743,Galactic Explorer Rocket Set,Launch into space with the Galactic Explorer Rocket Set,STEM Toys,35.25,galactic_explorer_rocket_set.jpg,18,6 to 12,Boys,Crocodile Creek,Thanksgiving,5,4,3,2,1
744,Medieval Knight Castle Playset,Enter the world of knights and dragons with the Medieval Knight Castle Playset,Pretend Play,29.99,medieval_knight_castle_playset.jpg,20,4 to 10,Boys,KidKraft,Thanksgiving,3,4,2,1,5
745,Rollercoaster Marble Run Maze,Experience the thrill with the Rollercoaster Marble Run Maze,Educational,36.99,rollercoaster_marble_run_maze.jpg,18,6 to 12,Boys,Super Impulse,Christmas,5,4,3,2,1
746,Stargazer Telescope Exploration,Explore the cosmos with the Stargazer Telescope Exploration,Outdoor Play,19.25,stargazer_telescope_exploration.jpg,30,6 to 12,Boys,Ravensburger,Thanksgiving,4,3,5,2,1
747,Futuristic Builder Block Set,Build futuristic structures with the Futuristic Builder Block Set,Educational,32.99,futuristic_builder_block_set.jpg,25,4 to 10,Boys,Manhattan Toy,New Year,3,4,2,1,5
748,Master Inventor Science Lab,Invent amazing creations with the Master Inventor Science Lab,Pretend Play,27.5,master_inventor_science_lab.jpg,25,4 to 8,Boys,Poof-Slinky,Christmas,3,2,4,1,5
749,Adventurer's Compass Wristwatch,Find your way with the Adventurer's Compass Wristwatch,Outdoor Play,24.99,adventurers_compass_wristwatch.jpg,30,6 to 12,Boys,Manhattan Toy,New Year,4,3,5,2,1
750,Ninja Warrior Challenge Obstacle,Conquer ninja challenges with the Ninja Warrior Challenge Obstacle,Sports and Outdoor Games,42.5,ninja_warrior_challenge_obstacle.jpg,18,8 to 14,Boys,VTech,Christmas,4,5,3,2,1
751,Futuristic Battle Robot Arena,Battle in a futuristic arena with the Futuristic Battle Robot Arena,Interactive Toys,44.99,futuristic_battle_robot_arena.jpg,15,8 to 14,Boys,Tolo Toys,Christmas,5,4,3,2,1
